id,rle_mask
be464130da,1 6475 6511 9 6526 44 6632 36 6737 31 6844 25 6950 20 7060 3 7069 2
5d83036e50,
e9b058f0f0,
c87da590ee,
3bde973437,
d247469515,
eb05ac38b0,43 59 144 59 245 59 346 59 447 59 547 60 648 60 748 61 849 61 949 62 1049 63 1149 64 1249 65 1349 66 1449 67 1550 67 1651 67 1751 68 1852 68 1953 68 2054 68 2155 68 2256 68 2357 68 2458 68 2559 68 2659 69 2760 69 2860 70 2960 71 3061 71 3161 72 3261 73 3361 74 3461 75 3561 76 3661 77 3761 78 3862 78 3962 79 4063 79 4164 79 4264 80 4365 80 4465 81 4566 81 4666 82 4767 82 4867 83 4967 84 5067 85 5167 86 5267 87 5367 88 5467 89 5567 90 5667 91 5767 92 5868 92 5969 92 6069 93 6169 94 6270 94 6370 95 6470 96 6570 97 6670 98 6770 99 6870 3332
a9199bae3f,
c07a6c2da6,17 85 115 88 216 88 315 90 413 93 512 95 612 96 712 97 812 98 911 678 1599 15 1617 69 1707 4 1718 64 1819 62 1920 60 2021 59 2122 57 2223 56 2324 55 2425 54 2526 53 2627 51 2728 50 2829 49 2930 6 2960 17 3063 14 3166 11 3269 6
1c7acddca2,
7c8b940bba,4000 6 4011 6 4100 7 4110 11 4193 35 4291 40 4389 49 4488 58 4586 61 4684 64 4783 66 4882 68 4981 70 5079 73 5176 77 5271 83 5369 86 5467 89 5566 91 5665 93 5765 94 5864 96 5964 97 6064 98 6164 99 6264 3938
a889481fa2,94 8 195 8 296 8 398 7 499 7 600 7 701 7 802 7 903 7 1004 7 1105 7 1205 8 1306 8 1406 9 1507 9 1607 10 1708 10 1808 11 1909 11 2009 12 2110 12 2211 12 2312 12 2413 12 2514 12 2615 12 2716 12 2816 13 2917 13 3018 13 3118 14 3219 14 3319 15 3420 15 3520 16 3621 16 3722 16 3823 16 3924 16 4024 17 4125 17 4226 17 4327 17 4428 17 4529 17 4630 17 4731 17 4833 16 4934 16 5035 16 5137 15 5238 15 5339 15 5441 14 5542 14 5643 14 5744 14 5844 15 5944 16 6045 16 6145 17 6245 18 6346 18 6446 19 6546 20 6647 20 6748 20 6850 19 6951 19 7053 18 7155 17 7258 15 7361 13 7464 11 7568 8 7674 3
2f64ffd99a,1 93 102 94 203 94 304 100 405 100 506 9696
f01f1a62fd,1 8989 8992 99 9096 96 9200 93 9303 91 9406 89 9510 86 9613 84 9717 81 9820 79 9923 77 10026 75 10128 74
bbae9c3dcc,1 495 506 85 607 78 708 72 809 9 825 50 913 1 934 36 1040 28 1147 18 1257 3
e0e40311d9,87 15 188 15 289 15 390 15 490 16 591 16 691 17 792 17 892 18 992 19 1093 19 1193 20 1293 21 1394 21 1494 22 1593 24 1693 25 1793 26 1893 27 1993 28 2093 29 2193 30 2292 32 2392 33 2493 33 2593 34 2694 34 2796 33 2897 33 2998 33 3099 33 3200 33 3300 34 3399 36 3498 38 3598 39 3697 41 3797 42 3897 43 3997 44 4098 44 4198 45 4299 45 4399 46 4500 46 4601 46 4702 46 4803 46 4904 46 5006 45 5107 45 5209 44 5310 44 5411 44 5513 43 5614 43 5715 43 5816 43 5917 43 6018 43 6118 44 6219 44 6320 44 6421 44 6523 43 6624 43 6726 42 6828 41 6930 40 7031 40 7133 39 7234 39 7335 39 7437 38 7538 38 7639 38 7740 38 7842 37 7943 37 8044 37 8145 37 8246 37 8346 38 8447 38 8548 38 8648 39 8749 39 8850 39 8950 40 9051 40 9151 41 9252 41 9352 42 9452 43 9553 43 9653 44 9754 44 9854 45 9954 46 10054 47 10155 47
0ca07a2b06,
a8c5ce8f72,
71a360306a,
b116d83f00,59 43 159 44 259 45 359 46 457 49 556 51 655 53 754 55 854 56 954 57 1054 58 1154 59 1254 60 1354 61 1454 62 1554 63 1654 64 1754 65 1854 66 1954 67 2054 68 2154 69 2254 70 2354 71 2454 72 2554 73 2654 74 2754 75 2854 76 2954 77 3054 78 3154 79 3254 80 3354 81 3454 82 3554 83 3654 84 3754 85 3854 86 3954 87 4054 88 4154 89 4254 90 4355 90 4455 91 4555 92 4655 93 4756 93 4856 94 4956 95 5057 95 5157 96 5258 96 5359 96 5459 97 5561 96 5662 96 5764 95 5866 94 5968 93 6069 93 6171 92 6273 91 6375 90 6478 88 6581 86 6685 83 6789 80 6894 76 6998 73 7103 69 7208 65 7311 63 7415 60 7518 58 7621 56 7724 54 7826 53 7930 50 8035 46 8139 43 8242 41 8344 40 8445 40 8547 39 8648 39 8749 38 8849 37 8946 39 9041 44 9140 45 9239 46 9339 45 9438 46 9538 47 9637 48 9736 50 9835 51 9934 53 10034 54 10134 54
abeec5ed35,
b56f9e78e6,15 87 117 86 218 86 320 85 422 84 523 84 625 83 727 82 829 81 931 80 1032 80 1134 79 1235 79 1337 78 1439 77 1541 76 1643 75 1745 74 1847 73 1948 73 2050 72 2152 71 2253 71 2355 70 2457 69 2558 69 2660 68 2762 67 2865 65 2967 64 3068 64 3170 63 3271 63 3372 63 3474 62 3575 62 3676 62 3777 62 3878 62 3979 62 4079 63 4180 63 4281 63 4382 63 4482 64 4583 64 4684 64 4786 63 4887 63 4988 63 5089 63 5190 63 5291 63 5392 63 5493 63 5594 63 5695 63 5797 62 5898 62 6000 61 6101 61 6203 60 6305 59 6407 58 6509 57 6611 56 6713 55 6816 53 6918 52 7020 51 7122 50 7224 49 7326 48 7428 47 7530 46 7631 46 7733 45 7835 44 7937 43 8039 42 8140 42 8241 42 8342 42 8443 42 8545 41 8646 41 8748 40 8850 39 8953 37 9055 36 9157 35 9259 34 9361 33 9462 33 9564 32 9665 32 9766 32 9867 32 9968 32 10068 33 10169 33
165ec50967,59 43 160 43 260 44 360 45 457 49 552 55 644 64 742 67 841 69 941 70 1041 71 1142 71 1242 72 1342 73 1441 75 1541 76 1640 78 1739 80 1838 82 1938 83 2037 85 2137 86 2236 88 2336 89 2436 90 2535 92 2634 94 2734 95 2833 97 2934 97 3036 95 3139 90 3242 86 3345 82 3449 78 3554 73 3661 66 3772 54 3876 50 3980 46 4083 43 4185 41 4287 39 4388 37 4490 35 4591 34 4691 35 4790 36 4889 38 4987 40 5084 44 5182 45 5280 47 5379 47 5479 46 5579 44 5679 42 5779 40 5879 36 5980 33 6079 32 6179 31 6279 31 6378 32 6478 32 6578 32 6679 31 6779 32 6879 32 6979 32 7079 33 7178 35 7277 37 7374 41 7475 41 7576 40 7677 40 7778 39 7879 38 7980 37 8081 36 8182 35 8283 35 8384 34 8485 34 8586 34 8687 34 8788 34 8889 33 8990 33 9091 32 9192 31 9293 30 9394 29 9495 28 9596 26 9697 25 9798 23 9899 21 10000 20 10101 19
610f0279fa,504 2 602 5 701 7 800 9 900 10 1000 11 1100 12 1201 12 1301 13 1401 14 1501 15 1601 16 1701 17 1801 18 1901 19 2000 21 2100 22 2200 23 2299 25 2398 27 2497 29 2596 31 2695 33 2794 35 2893 37 2992 39 3091 41 3190 43 3289 45 3388 47 3487 49 3586 51 3685 53 3784 55 3882 58 3980 61 4079 63 4177 66 4275 69 4375 70 4473 73 4572 75 4672 76 4773 76 4876 74 4978 73 5081 71 5183 70 5286 68 5388 67 5490 66 5592 65 5694 64 5796 63 5897 63 5999 62 6101 61 6202 61 6304 60 6405 60 6506 60 6607 60 6709 59 6810 59 6911 59 7013 58 7114 58 7215 58 7316 58 7417 58 7518 58 7618 59 7718 60 7818 61 7918 62 8017 64 8116 66 8215 68 8314 70 8414 71 8513 73 8613 74 8712 76 8812 77 8912 78 9011 80 9111 81 9212 81 9312 82 9412 83 9513 83 9614 83 9715 83 9816 83 9917 83 10018 83 10119 83
f24baff2ee,3335 1 3435 14 3536 21 3637 26 3738 28 3839 30 3940 32 4041 34 4142 36 4243 38 4344 39 4445 40 4546 42 4647 43 4748 45 4849 48 4950 50 5051 54 5152 59 5253 65 5354 73 5455 1310 6768 3434
f4ba0ceaa9,86 16 187 16 288 16 389 16 490 16 591 16 692 16 793 16 894 16 995 16 1096 16 1197 16 1298 16 1399 16 1500 16 1601 16 1702 16 1803 16 1904 16 2005 16 2106 16 2208 15 2309 15 2411 14 2512 14 2613 14 2715 13 2816 13 2917 13 3018 13 3120 12 3221 12 3322 12 3423 12 3524 12 3625 12 3726 12 3827 12 3929 11 4030 11 4131 11 4232 11 4333 11 4434 11 4535 11 4636 11 4737 11 4838 11 4939 11 5041 10 5142 10 5244 9 5345 9 5447 8 5549 7 5653 2
1cf783890d,
b2fc87dc4e,
7fefadd513,2376 6 2476 9 2576 10 2676 12 2774 16 2875 18 2975 19 3076 19 3175 26 3274 29 3375 35 3475 38 3566 53 3663 60 3763 73 3862 77 3961 80 4062 80 4163 80 4258 86 4358 87 4459 87 4560 87 4662 86 4763 86 4864 86 4966 85 5068 84 5169 84 5271 83 5372 83 5473 83 5575 82 5676 82 5777 82 5879 81 5980 81 6082 80 6183 80 6285 79 6386 79 6487 79 6588 79 6688 80 6789 80 6889 81 6990 81 7092 80 7193 80 7295 79 7396 79 7498 78 7599 78 7701 77 7803 76 7905 75 8008 73 8111 71 8212 71 8314 70 8416 69 8518 68 8620 67 8722 66 8825 64 8926 64 9028 63 9131 61 9232 61 9334 60 9435 60 9537 59 9638 59 9740 58 9841 58 9942 58 10043 58 10145 57
e17703fdd5,
6e58134639,
9656f8f7df,
0406d1fda9,1817 2 1904 16 1997 24 2092 30 2189 34 2283 41 2363 62 2450 76 2546 81 2641 2812 5455 97 5556 95 5657 93 5758 91 5859 87 5960 84 6061 81 6162 79 6263 76 6364 74 6465 73 6570 68 6672 66 6774 65 6875 65 6977 63 7078 63 7179 64 7280 64 7382 64 7483 65 7584 66 7686 66 7788 66 7890 66 7993 66 8097 64 8203 61 8310 57 8416 53 8521 50 8626 47 8732 42 8838 38 8943 36 9047 34 9151 33 9255 31 9359 29 9464 26 9569 22 9673 20 9777 17 9880 16 9983 14 10083 16 10186 14
15a7e201ca,2772 4 2872 5 2971 8 3070 11 3168 17 3205 12 3268 19 3304 15 3349 7 3367 21 3403 19 3448 11 3466 23 3502 23 3547 46 3599 30 3645 50 3696 35 3740 96 3839 100 3940 6262
17234b98a7,3936 4 4033 8 4127 15 4224 19 4321 23 4418 27 4514 32 4611 36 4708 40 4803 46 4899 51 4996 55 5093 59 5190 63 5286 68 5384 71 5481 75 5578 79 5676 82 5774 85 5872 88 5970 91 6066 4136
c19e72fb1f,1 52 102 52 203 51 304 48 405 44 506 40 607 36 709 29 813 19 917 12
5d318847b6,44 51 146 51 249 50 352 49 454 52 556 51 658 50 760 49 862 48 964 47 1066 46 1168 45 1270 44 1372 43 1474 42 1576 41 1678 40 1780 39 1882 38 1984 37 2086 36 2188 35 2291 33 2394 31 2497 29 2600 27 2703 25 2805 24 2908 22 3010 21 3112 20 3215 18 3319 15 3423 12 3526 10 3629 8 3731 7 3834 5 3936 4 4038 3 4140 2 4242 1
9d98ce444e,
33228f3eaf,
39fd17e017,1 8888 8891 99 8993 98 9094 98 9196 97 9297 97 9399 96 9500 96 9601 96 9701 97 9802 97 9902 98 10003 98 10104 98
b7e6b68ca5,
c9f2c6ab45,
c66acd78a9,1 73 102 73 203 72 304 72 405 71 506 70 607 69 708 69 809 69 910 68 1011 68 1112 67 1213 67 1314 66 1415 65 1516 64 1617 63 1718 62 1819 61 1920 59 2021 58 2122 56 2223 55 2324 54 2425 52 2526 50 2627 48 2728 46 2829 43 2930 41 3031 39 3132 36 3233 34 3334 32 3435 31 3536 29 3637 28 3738 26 3839 25 3940 23 4041 22 4142 22 4243 21 4344 20 4445 20 4546 19 4647 19 4748 18 4849 17 4950 16 5051 15 5152 14 5253 12 5354 10 5455 8 5556 6 5657 4
bf6a587575,
69253f7efc,
20fcf160f4,10 92 111 92 212 92 313 92 415 91 516 91 617 91 718 91 819 91 920 91 1021 91 1123 90 1225 89 1326 89 1428 88 1530 87 1632 86 1734 85 1835 85 1937 84 2038 84 2139 84 2240 84 2341 84 2442 84 2544 83 2645 83 2746 83 2848 82 2949 82 3051 81 3152 81 3253 81 3354 81 3456 80 3557 80 3659 79 3760 79 3861 79 3962 79 4063 79 4164 79 4265 79 4366 79 4468 78 4569 78 4671 77 4772 77 4874 76 4975 76 5077 75 5179 74 5281 73 5382 73 5484 72 5586 71 5687 71 5788 71 5890 70 5991 70 6092 70 6193 70 6294 70 6396 69 6497 69 6598 69 6699 69 6800 69 6901 69 7002 69 7103 69 7204 69 7305 69 7406 69 7507 69 7608 69 7709 69 7810 69 7911 69 8012 69 8113 69 8214 69 8316 68 8417 68 8518 68 8620 67 8721 67 8822 67 8923 67 9024 67 9125 67 9226 67 9328 66 9429 66 9531 65 9632 65 9734 64 9835 64 9936 64 10038 63 10139 63
d4ce2a2530,1 37 102 37 203 36 304 34 405 33 506 30 607 28 708 26 809 24 910 22 1011 21 1112 19 1213 17 1314 5 1324 5 1415 1
89c9bd7ad4,
85720e2425,5656 1 5755 3 5855 4 5955 5 6056 5 6156 6 6256 7 6356 8 6456 9 6556 10 6657 10 6758 10 6860 9 6961 9 7063 8 7165 7 7267 6 7369 5 7471 4 7572 4 7674 3 7776 2
3392f9b1c5,98 4 199 4 299 5 400 5 501 5 602 5 703 5 805 4 906 4 1007 4 1108 4 1208 5 1309 5 1410 5 1510 6 1611 6 1711 7 1812 7 1912 8 2013 8 2113 9 2214 9 2314 10 2414 11 2515 11 2615 12 2715 13 2815 14 2916 14 3016 15 3116 16 3217 16 3317 17 3418 17 3518 18 3618 19 3719 19 3819 20 3920 20 4020 21 4121 21 4221 22 4322 22 4423 22 4523 23 4624 23 4724 24 4825 24 4925 25 5026 25 5126 26 5227 26 5328 26 5428 27 5529 27 5629 28 5730 28 5831 28 5931 29 6032 29 6132 30 6233 30 6333 31 6434 31 6534 32 6635 32 6735 33 6835 34 6936 34 7036 35 7136 36 7237 36 7337 37 7437 38 7537 39 7638 39 7738 40 7839 40 7939 41 8040 41 8140 42 8240 43 8341 43 8441 44 8541 45 8641 46 8741 47 8841 48 8941 49 9041 50 9141 51 9240 53 9340 54 9440 55 9540 56 9640 57 9740 58 9839 60 9939 61 10038 63 10139 63
98faa20dde,
bebb8af347,
af34547bf2,
c931414489,
ad7e806892,2221 2 2321 3 2422 3 2523 3 2624 3 2724 4 2825 4 2926 4 3027 4 3127 5 3228 5 3328 6 3428 7 3528 8 3627 10 3725 13 3824 15 3921 19 4019 22 4116 26 4214 29 4311 33 4409 36 4507 39 4605 42 4703 45 4802 47 4900 50 4998 53 5093 59 5191 62 5289 65 5388 67 5485 71 5582 75 5678 80 5775 84 5872 88 5971 90 6070 92 6169 94 6267 97 6366 3836
4dee03c883,
5c2c196072,
0af4a2ad0b,1 3939 3946 95 4053 89 4160 83 4267 77 4378 67 4487 21 4529 17
11f4ed3a8a,1 35 102 35 203 35 304 34 405 34 506 33 607 32 708 31 809 30 910 29 1011 28 1112 27 1213 26 1314 25 1415 24 1516 24 1617 24 1718 24 1819 24 1920 24 2021 24 2122 25 2223 25 2324 26 2425 26 2526 26 2627 27 2728 27 2829 27 2930 28 3031 28 3132 28 3233 29 3334 29 3435 29 3536 30 3637 30 3738 30 3839 30 3940 30 4041 30 4142 30 4243 30 4344 29 4445 29 4546 29 4647 29 4748 28 4849 28 4950 28 5051 27 5152 27 5253 27 5354 27 5455 27 5556 27 5657 27 5758 27 5859 27 5960 26 6061 26 6162 26 6263 27 6364 27 6465 27 6566 27 6667 28 6768 29 6869 30 6970 31 7071 33 7172 34 7273 36 7374 38 7475 40 7576 41 7677 43 7778 44 7879 45 7980 46 8081 47 8182 48 8283 50 8384 51 8485 52 8586 54 8687 56 8788 57 8889 59 8990 60 9091 62 9192 63 9293 66 9394 67 9495 69 9596 71 9697 72 9798 74 9899 75 10000 76 10101 76
143196b1e8,1311 3 1410 5 1508 8 1606 11 1704 14 1803 16 1901 19 1999 22 2097 25 2195 28 2292 32 2390 35 2486 40 2583 44 2681 47 2778 51 2874 56 2971 60 3068 64 3165 68 3263 71 3360 75 3457 79 3554 83 3650 88 3748 91 3844 3327 7172 97 7273 94 7374 90 7475 87 7576 86 7677 84 7778 84 7879 83 7980 82 8081 81 8182 80 8283 78 8384 77 8485 74 8586 71 8687 69 8788 66 8889 64 8990 63 9091 61 9192 60 9293 59 9394 58 9495 57 9596 56 9697 55 9798 55 9899 54 10000 54 10101 53
a046868003,4645 2 4744 4 4843 6 4943 7 5043 8 5144 8 5246 7 5348 6 5450 5 5551 5 5653 4 5754 4 5856 3 5957 3 6058 3 6159 3 6260 3 6360 4 6461 4 6561 5 6661 6 6761 7 6861 8 6962 8 7062 9 7162 10 7262 11 7360 14 7459 16 7558 18 7658 19 7759 19 7860 19 7962 18 8064 17 8166 16 8267 16 8369 15 8470 15 8572 14 8673 14 8774 14 8876 13 8977 13 9078 13 9179 13 9280 13 9382 12 9483 12 9584 12 9685 12 9787 11 9888 11 9988 12 10089 12 10190 12
fa233440c7,
709c9537c9,
8baac34c90,1 18 102 19 203 20 304 20 405 22 506 24 607 27 708 29 809 31 910 35 1011 49 1112 52 1213 56 1314 59 1415 62 1516 65 1617 70 1718 81 1819 87 1920 93 2021 8181
97712a8265,
08a17ff7fb,
79e870db52,
4d493854a1,
035d178826,2829 6 2930 31 3031 36 3132 46 3233 56 3334 65 3435 69 3536 71 3637 74 3738 78 3839 86 3940 93 4041 4343 8389 96 8497 89 8600 87 8704 84 8806 83 8909 81 9012 79 9114 78 9217 76 9319 75 9421 74 9523 73 9624 73 9726 72 9827 72 9929 71 10030 71 10131 71
8f0a738345,30 72 131 72 232 72 333 72 434 72 534 73 635 73 736 73 836 74 937 74 1037 75 1138 75 1238 76 1339 76 1440 76 1540 77 1641 77 1742 77 1842 78 1943 78 2044 78 2144 79 2245 79 2345 80 2446 80 2547 80 2648 80 2748 81 2849 81 2950 81 3050 82 3151 82 3252 82 3353 82 3454 82 3555 82 3656 82 3758 81 3859 81 3960 81 4061 81 4163 80 4264 80 4365 80 4466 80 4566 81 4667 81 4768 81 4869 81 4969 82 5070 82 5170 83 5271 83 5372 83 5473 83 5574 83 5675 83 5776 83 5877 83 5979 82 6080 82 6181 82 6282 82 6383 82 6484 82 6585 82 6685 83 6786 83 6887 83 6987 84 7088 84 7190 83 7291 83 7392 83 7494 82 7595 82 7697 81 7798 81 7899 81 8000 81 8101 81 8202 81 8303 81 8404 81 8505 81 8606 81 8707 81 8808 81 8909 81 9010 81 9111 81 9212 81 9313 81 9414 81 9515 81 9615 82 9716 82 9817 82 9917 83 10018 83 10119 83
02999b160b,4165 1 4260 9 4312 11 4344 7 4358 14 4409 18 4445 10 4456 18 4508 23 4546 31 4605 31 4647 34 4704 35 4748 40 4803 39 4849 45 4903 42 4950 97 5051 98 5152 100 5253 100 5354 4848
e16235fa5b,
d8d5895a6f,
ac26936da7,1 5050 5055 97 5159 94 5263 91 5368 87 5472 8 5483 73 5576 3 5589 68 5693 65 5797 62 5900 60 6004 57 6107 55 6211 52 6315 49 6422 43 6534 32 6638 29 6741 27 6844 25 6947 23 7049 16 7151 12 7252 11 7354 9 7457 5 7559 3
15e99c4456,3510 4 3607 9 3698 3 3702 17 3796 29 3896 31 3997 32 4067 2 4097 34 4166 6 4198 37 4266 9 4298 39 4343 1 4365 13 4398 47 4463 22 4498 48 4557 37 4597 50 4655 93 4753 96 4850 5251 10102 100
4fe184616a,1 4874 4884 90 4987 87 5091 66 5167 7 5196 32 5237 16 5299 27 5341 13 5401 25 5445 10 5504 22 5548 8 5608 17 5650 7 5712 13 5752 6 5815 9 5854 5 5918 6 5958 2 6022 1
fe6b152962,
867e8976fd,1 5858 5860 95 5981 70 6129 11
72f5a4b1f0,67 35 169 34 271 33 375 30 478 28 581 26 684 24 787 22 890 20 993 18 1097 15 1200 13 1303 11 1406 9 1510 6 1612 5 1714 4 1816 3 1917 3 2019 2
3b5f671680,3247 9 3344 17 3435 31 3536 34 3637 35 3738 36 3839 37 3940 38 4041 39 4142 40 4243 41 4344 42 4445 44 4546 46 4647 48 4748 51 4849 53 4950 56 5051 59 5152 63 5253 68 5354 72 5455 75 5556 76 5657 78 5758 81 5859 84 5960 87 6061 92 6162 4040
f819844efd,1 12 102 13 203 13 304 15 405 16 506 18 607 19 708 20 809 20 910 21 1011 21 1112 22 1213 22 1314 23 1415 23 1516 23 1617 23 1718 24 1819 24 1920 23 2021 23 2122 22 2223 21 2324 20 2425 20 2526 19 2627 18 2728 17 2829 17 2930 16 3031 15 3132 15 3233 16 3334 16 3435 17 3536 18 3637 19 3738 19 3839 20 3940 21 4041 22 4142 22 4243 23 4344 23 4445 23 4546 23 4647 23 4748 23 4849 24 4950 24 5051 25 5152 25 5253 25 5354 26 5455 26 5556 25 5657 24 5758 22 5859 21 5960 19 6061 6
624f67e5f0,1583 3 1591 13 1681 30 1779 39 1875 45 1972 49 2072 50 2171 52 2271 53 2337 9 2370 55 2436 13 2470 56 2535 17 2570 57 2634 22 2661 67 2734 95 2834 96 2933 98 3032 3029 6062 1 6064 98 6167 96 6270 94 6372 93 6474 92 6577 90 6679 89 6781 88 6883 87 6985 86 7087 85 7188 85 7290 84 7392 83 7493 83 7595 82 7696 82 7797 82 7898 82 7999 82 8100 82 8201 82 8301 83 8402 83 8503 83 8604 83 8705 83 8806 83 8907 83 9009 82 9110 82 9212 81 9313 81 9415 80 9516 80 9618 79 9719 79 9821 78 9922 78 10023 78 10125 77
50e1d5bf28,
afb0329994,1 55 102 55 203 55 304 55 405 55 506 54 607 54 708 54 809 54 910 54 1011 54 1112 54 1213 55 1314 55 1415 55 1516 55 1617 56 1718 56 1819 57 1920 57 2021 57 2122 58 2223 58 2324 59 2425 59 2526 59 2627 60 2728 60 2829 60 2930 60 3031 60 3132 60 3233 60 3334 60 3435 60 3536 60 3637 60 3738 60 3839 60 3940 60 4041 61 4142 61 4243 61 4344 62 4445 62 4546 62 4647 63 4748 63 4849 63 4950 63 5051 62 5152 62 5253 62 5354 62 5455 62 5556 62 5657 62 5758 62 5859 62 5960 61 6061 61 6162 60 6263 58 6364 57 6465 55 6566 53 6667 50 6768 48 6869 46 6970 43 7071 41 7172 39 7273 37 7374 35 7475 33 7576 31 7677 29 7778 28 7879 26 7980 26 8081 25 8182 25 8283 25 8384 24 8485 24 8586 23 8687 22 8788 21 8889 20 8990 18 9091 17 9192 16 9293 15 9394 14 9495 13 9596 13 9697 12 9798 12 9899 11 10000 10 10101 10
afc996abf3,7 95 108 95 209 95 310 95 412 94 513 94 614 94 715 94 815 95 916 95 1017 95 1118 95 1219 95 1320 95 1421 95 1522 95 1623 95 1724 95 1825 95 1925 96 2026 96 2126 97 2225 1311 3542 95 3645 93 3748 91 3851 89 3954 87 4057 85 4159 84 4262 82 4364 81 4466 80 4568 79 4670 78 4772 77 4873 77 4975 76 5077 75 5178 75 5279 75 5381 74 5482 74 5583 74 5684 74 5785 74 5886 74 5987 74 6087 75 6188 75 6288 76 6388 77 6488 78 6588 79 6687 81 6787 82 6888 82 6988 83 7088 84 7189 84 7289 85 7389 86 7489 87 7588 89 7688 90 7786 93 7885 2317
12503e67bd,8468 17 8558 28 8649 38 8744 44 8840 49 8935 55 9028 63 9124 68 9223 70 9322 72 9421 74 9520 76 9615 82 9712 86 9811 88 9909 91 10008 93 10109 93
2a6a13e3ed,5856 3 5947 13 6042 19 6139 23 6236 27 6318 46 6414 51 6513 53 6612 55 6712 56 6812 57 6912 58 7012 59 7113 59 7213 60 7313 61 7414 61 7515 61 7615 62 7716 62 7817 62 7917 63 8018 63 8118 64 8218 65 8319 65 8419 66 8520 66 8621 66 8722 66 8823 66 8924 66 9025 66 9126 66 9226 67 9327 67 9427 68 9525 71 9624 73 9722 76 9821 78 9920 80 10020 81 10121 81
979f77d312,
f069247787,
0a9712e8a5,16 86 118 85 220 84 324 81 427 79 530 77 632 76 734 75 835 75 937 74 1038 74 1139 74 1240 74 1341 74 1442 74 1543 74 1644 74 1746 73 1847 73 1949 72 2052 70 2156 67 2259 65 2362 63 2465 61 2569 58 2673 55 2777 52 2881 49 2985 46 3089 43 3193 40 3297 37 3401 34 3505 31 3608 29 3712 26 3815 24 3918 22 4022 19 4125 17 4228 15 4331 13 4434 11 4536 10 4638 9 4740 8 4842 7 4943 7 5045 6 5146 6 5248 5 5349 5 5450 5 5551 5 5653 4 5754 4 5854 5 5955 5 6054 7 6152 10 6251 12 6349 15 6449 16 6549 17 6649 18 6751 17 6852 17 6954 16 7055 16 7157 15 7259 14 7360 14 7462 13 7564 12 7665 12 7767 11 7869 10 7971 9 8073 8 8175 7 8277 6 8379 5 8481 4 8583 3 8684 3 8786 2 8888 1 9291 2 9390 4 9489 6 9588 8 9686 11 9786 12 9885 14 9983 17 10083 18 10184 18
b35a524585,
147a36429e,
6ea0a105e6,7675 2 7768 10 7862 17 7958 22 8055 26 8151 31 8251 32 8351 33 8453 32 8555 31 8658 29 8762 26 8864 25 8966 24 9068 23 9169 23 9271 22 9372 22 9472 23 9573 23 9673 24 9773 25 9873 26 9973 27 10074 27 10175 27
de14d598bc,
5d9d0112ad,1 2851 2855 81 2942 6 2966 69 3072 63 3179 54 3287 47 3394 41 3500 36 3608 29 3717 17 3736 2
1190a333a3,1 22 102 22 203 21 304 20 405 18 506 16 607 15 708 13 809 12 910 11 1011 9 1112 8 1213 6 1314 5 1415 3 5432 23 5529 27 5626 31 5723 35 5811 48 5898 64 5987 79 6085 84 6183 4019
8280dbed52,
8869f3399c,
ee8f46704d,3333 1 3430 5 3527 9 3625 12 3722 16 3819 20 3917 23 4015 26 4112 30 4209 34 4307 37 4404 41 4500 46 4596 51 4693 55 4791 58 4887 63 4983 68 5079 73 5176 77 5272 82 5367 88 5464 92 5561 4641
cff78ba6f7,
34bf180903,7367 7 7459 16 7554 22 7644 33 7730 48 7826 53 7923 57 8003 78 8099 83 8197 86 8295 89 8395 90 8493 1709
01572cfbc2,
d476a47369,5162 6 5263 8 5364 9 5464 12 5565 14 5666 16 5768 16 5870 17 5972 17 6074 18 6176 18 6278 18 6381 17 6483 17 6586 17 6689 16 6794 13 6895 14 6996 16 7097 17 7198 18 7299 19 7401 19 7502 19 7604 18 7705 18 7806 18 7907 18 8008 18 8108 19 8209 19 8309 20 8409 21 8510 21 8611 21 8712 22 8814 21 8916 21 9018 20 9119 21 9221 20 9322 21 9423 21 9524 20 9625 20 9725 22 9826 22 9926 24 10027 24 10128 24
7f380f4095,
158372da81,37 65 138 65 239 65 341 64 442 64 544 63 645 63 746 63 847 63 948 63 1049 63 1150 63 1251 63 1352 63 1453 63 1554 63 1655 63 1756 63 1856 64 1957 64 2058 64 2159 64 2260 64 2362 63 2463 63 2564 63 2665 63 2766 63 2866 64 2967 64 3068 64 3170 63 3271 63 3372 63 3473 63 3574 63 3675 63 3776 63 3878 62 3979 62 4080 62 4181 62 4282 62 4383 62 4483 63 4585 62 4686 62 4787 62 4889 61 4990 61 5091 61 5191 62 5292 62 5393 62 5494 62 5594 63 5695 63 5795 64 5896 64 5997 64 6099 63 6200 63 6302 62 6403 62 6505 61 6606 61 6707 61 6808 61 6908 62 7008 63 7109 63 7209 64 7309 65 7410 65 7511 65 7612 65 7713 65 7814 65 7915 65 8017 64 8117 65 8218 65 8319 65 8420 65 8521 65 8622 65 8723 65 8824 65 8925 65 9026 65 9127 65 9227 66 9328 66 9428 67 9529 67 9630 67 9731 67 9832 67 9933 67 10034 67 10135 67
1817464894,
e07886c9e1,
95fc6d05a6,
